simID	f0	f1	f2	f3	Na	Nc	Na_scaled	Nc_scaled	scaling_factor	model	Nfold	g_factor
sim2164	15	85	0	0	21357	20247	5274	5000	4.0494	decline	-1.05	0.9997332441225151
sim2165	20	5	5	70	17300	45990	5000	13292	3.46	growth	2.66	1.0048886221902913
sim2166	80	5	0	15	17266	19494	5000	5645	3.4532	growth	1.13	1.0006066614258375
sim2167	20	45	10	25	18989	7282	13038	5000	1.4564	decline	-2.61	0.9952078487096587
sim2168	80	10	10	0	39872	13112	15204	5000	2.6224	decline	-3.04	0.9944393968065355
sim2169	30	50	10	10	46948	24869	9439	5000	4.9738	decline	-1.89	0.9968229393504565
sim2170	10	0	80	10	11182	28874	5000	12911	2.2364	growth	2.58	1.0047432087437924
sim2171	45	35	5	15	11231	5742	9780	5000	1.1484	decline	-1.96	0.9966454921419369
sim2172	60	10	0	30	9728	28855	5000	14831	1.9456	growth	2.97	1.0054364083616287
sim2173	35	20	5	40	8747	9967	5000	5697	1.7494	growth	1.14	1.0006525090403209
sim2174	5	20	30	45	36574	12532	14592	5000	2.5064	decline	-2.92	0.9946448223955107
sim2175	20	75	0	5	34148	6958	24539	5000	1.3916	decline	-4.91	0.9920458711188894
sim2176	15	5	75	5	13413	5834	11496	5000	1.1668	decline	-2.3	0.9958371938182868
sim2177	0	0	0	100	11112	10795	5147	5000	2.159	decline	-1.03	0.9998551194588174
sim2178	50	15	0	35	42847	37134	5769	5000	7.4268	decline	-1.15	0.9992846957857967
sim2179	10	80	0	10	14034	39215	5000	13971	2.8068	growth	2.79	1.0051377292011712
sim2180	30	45	20	5	43175	34329	6288	5000	6.8658	decline	-1.26	0.998853974286536
sim2181	15	25	15	45	17841	5389	16553	5000	1.0778	decline	-3.31	0.9940143527907803
sim2182	15	45	0	40	5581	24162	5000	21647	1.1162	growth	4.33	1.007327144821418
sim2183	40	10	20	30	15450	7147	10809	5000	1.4294	decline	-2.16	0.9961452939600002
sim2184	5	55	20	20	27730	5029	27570	5000	1.0058	decline	-5.51	0.991463548436992
sim2185	0	75	5	20	6003	44937	5000	37429	1.2006	growth	7.49	1.0100650394629391
sim2186	0	20	80	0	39313	26765	7344	5000	5.353	decline	-1.47	0.9980777712955795
sim2187	20	5	20	55	30735	34617	5000	5632	6.147	growth	1.13	1.0005951335321082
sim2188	40	25	0	35	14636	9416	7772	5000	1.8832	decline	-1.55	0.9977945519045945
sim2189	65	20	0	15	5757	11395	5000	9897	1.1514	growth	1.98	1.0034139688424022
sim2190	85	5	10	0	11966	21366	5000	8928	2.3932	growth	1.79	1.0028987724660243
sim2191	35	55	0	10	34418	40233	5000	5845	6.8836	growth	1.17	1.0007807434124496
sim2192	30	5	60	5	8780	21891	5000	12466	1.756	growth	2.49	1.0045678351297629
sim2193	10	25	45	20	32657	9731	16780	5000	1.9462	decline	-3.36	0.9939462510569752
sim2194	50	30	0	20	7622	17559	5000	11519	1.5244	growth	2.3	1.0041727996675514
sim2195	45	20	25	10	14771	10510	7027	5000	2.102	decline	-1.41	0.9982983902011202
sim2196	0	0	95	5	6942	10357	5000	7460	1.3884	growth	1.49	1.0020005875089077
sim2197	5	45	50	0	7467	6227	5996	5000	1.2454	decline	-1.2	0.9990917266609688
sim2198	20	10	30	40	31090	39492	5000	6351	6.218	growth	1.27	1.0011958718419336
sim2199	5	70	5	20	14121	6126	11525	5000	1.2252	decline	-2.31	0.9958245966177569
sim2200	10	0	75	15	19116	39998	5000	10462	3.8232	growth	2.09	1.0036915586625716
sim2201	25	55	5	15	7868	12505	5000	7947	1.5736	growth	1.59	1.0023167829326196
sim2202	75	0	20	5	12300	30748	5000	12499	2.46	growth	2.5	1.00458105364337
sim2203	20	30	20	30	5047	33107	5000	32799	1.0094	growth	6.56	1.0094048005734317
sim2204	70	5	0	25	16108	11284	7138	5000	2.2568	decline	-1.43	0.9982200264368306
sim2205	40	30	20	10	5197	22950	5000	22080	1.0394	growth	4.42	1.007426171544874
sim2206	50	30	20	0	8326	22429	5000	13469	1.6652	growth	2.69	1.004954764180913
sim2207	20	60	20	0	24149	18433	6550	5000	3.6866	decline	-1.31	0.9986498643139347
sim2208	30	0	65	5	47089	6404	36765	5000	1.2808	decline	-7.35	0.9900244580339296
sim2209	40	35	5	20	5211	6019	5000	5775	1.0422	growth	1.16	1.0007205017198688
sim2210	35	40	10	15	7695	6820	5641	5000	1.364	decline	-1.13	0.9993968827883813
sim2211	0	5	90	5	23937	25709	5000	5370	4.7874	growth	1.07	1.0003569499804335
sim2212	5	25	15	55	6060	19067	5000	15732	1.212	growth	3.15	1.0057312947106773
sim2213	5	15	0	80	34167	7221	23658	5000	1.4442	decline	-4.73	0.9922286829415528
sim2214	35	20	10	35	5451	10401	5000	9540	1.0902	growth	1.91	1.0032302778651305
sim2215	20	45	20	15	10229	7546	6778	5000	1.5092	decline	-1.36	0.9984787791962462
sim2216	10	30	10	50	22426	6673	16804	5000	1.3346	decline	-3.36	0.9939391047956349
sim2217	0	60	40	0	29696	9512	15610	5000	1.9024	decline	-3.12	0.9943076308895338
sim2218	30	25	45	0	7779	48026	5000	30869	1.5558	growth	6.17	1.0091015726582266
sim2219	40	0	10	50	9137	9726	5000	5322	1.8274	growth	1.06	1.000312056300607
sim2220	5	25	55	15	5184	23055	5000	22237	1.0368	growth	4.45	1.007461598278816
sim2221	5	15	5	75	21076	9886	10660	5000	1.9772	decline	-2.13	0.996214697468482
sim2222	5	0	50	45	5174	42058	5000	40644	1.0348	growth	8.13	1.0104770665559477
sim2223	5	90	5	0	27848	32488	5000	5833	5.5696	growth	1.17	1.000770467676687
sim2224	10	40	30	20	8703	5793	7512	5000	1.1586	decline	-1.5	0.9979646808526407
sim2225	25	0	50	25	12073	6796	8882	5000	1.3592	decline	-1.78	0.9971270557778209
sim2226	0	30	60	10	32644	6124	26653	5000	1.2248	decline	-5.33	0.9916326809890067
sim2227	65	0	25	10	11369	23092	5000	10156	2.2738	growth	2.03	1.0035431337570417
sim2228	25	0	60	15	9549	6253	7636	5000	1.2506	decline	-1.53	0.997882820032853
sim2229	30	20	5	45	11972	28455	5000	11884	2.3944	growth	2.38	1.0043287752258312
sim2230	20	60	5	15	21876	8764	12481	5000	1.7528	decline	-2.5	0.995426152122489
sim2231	0	20	65	15	18984	23962	5000	6311	3.7968	growth	1.26	1.00116428115084
sim2232	35	5	10	50	17006	8128	10461	5000	1.6256	decline	-2.09	0.9963089192803624
sim2233	0	0	45	55	31533	7810	20188	5000	1.562	decline	-4.04	0.9930217477197805
sim2234	30	0	35	35	5494	22078	5000	20093	1.0988	growth	4.02	1.0069546679163415
sim2235	25	75	0	0	10603	16884	5000	7962	2.1206	growth	1.59	1.00232621156072
sim2236	15	15	45	25	12989	29573	5000	11384	2.5978	growth	2.28	1.0041138547417672
sim2237	0	35	0	65	6146	12762	5000	10382	1.2292	growth	2.08	1.0036531781248548
sim2238	20	20	35	25	28453	12231	11632	5000	2.4462	decline	-2.33	0.9957783899582147
sim2239	10	75	10	5	18179	26795	5000	7370	3.6358	growth	1.47	1.0019398989688357
sim2240	20	0	20	60	26530	35158	5000	6626	5.306	growth	1.33	1.001407816957218
sim2241	40	15	45	0	29477	7329	20110	5000	1.4658	decline	-4.02	0.9930411035432477
sim2242	5	55	15	25	24036	14675	8189	5000	2.935	decline	-1.64	0.9975332306107303
sim2243	10	40	10	40	13336	46569	5000	17460	2.6672	growth	3.49	1.0062523731898867
sim2244	15	10	30	45	32396	5850	27689	5000	1.17	decline	-5.54	0.99144201345012
sim2245	5	5	90	0	24419	40401	5000	8272	4.8838	growth	1.65	1.0025171920266598
sim2246	5	35	40	20	24853	43864	5000	8825	4.9706	growth	1.76	1.0028407534519264
sim2247	5	5	10	80	10566	34074	5000	16124	2.1132	growth	3.22	1.0058543546641041
sim2248	10	0	35	55	22367	28373	5000	6343	4.4734	growth	1.27	1.0011895696510884
sim2249	10	0	0	90	27143	29831	5000	5495	5.4286	growth	1.1	1.0004720033771075
sim2250	10	55	15	20	16991	16480	5155	5000	3.296	decline	-1.03	0.9998473539748259
sim2251	15	45	5	35	23536	31017	5000	6589	4.7072	growth	1.32	1.001379818397488
sim2252	25	20	40	15	17487	15804	5532	5000	3.1608	decline	-1.11	0.999494442493158
sim2253	20	25	20	35	41784	40738	5128	5000	8.1476	decline	-1.03	0.9998736109640787
sim2254	25	5	25	45	22876	5615	20370	5000	1.123	decline	-4.07	0.992976873410977
sim2255	40	25	15	20	10146	11301	5000	5569	2.0292	growth	1.11	1.0005388879608672
sim2256	20	40	15	25	26420	44155	5000	8356	5.284	growth	1.67	1.002567709656301
sim2257	40	40	0	20	21092	46825	5000	11100	4.2184	growth	2.22	1.003987535979421
sim2258	20	40	5	35	14806	29935	5000	10109	2.9612	growth	2.02	1.003519941018689
sim2259	25	15	50	10	41174	9179	22428	5000	1.8358	decline	-4.49	0.9924956386708633
sim2260	40	60	0	0	9082	6647	6832	5000	1.3294	decline	-1.37	0.9984391022797392
sim2261	25	5	10	60	8148	35659	5000	21882	1.6296	growth	4.38	1.0073811323431026
sim2262	60	10	15	15	17369	9548	9096	5000	1.9096	decline	-1.82	0.9970080157799294
sim2263	50	35	5	10	7267	17765	5000	12223	1.4534	growth	2.44	1.004469407551805
sim2264	5	0	25	70	21934	31733	5000	7234	4.3868	growth	1.45	1.001846771105479
sim2265	35	5	45	15	45111	20574	10963	5000	4.1148	decline	-2.19	0.9960745597287085
sim2266	15	60	15	10	13168	10790	6102	5000	2.158	decline	-1.22	0.9990041066306982
sim2267	45	0	55	0	24272	5787	20971	5000	1.1574	decline	-4.19	0.9928314869074256
sim2268	30	40	0	30	41965	31928	6572	5000	6.3856	decline	-1.31	0.9986330985612953
sim2269	85	5	5	5	28488	25772	5527	5000	5.1544	decline	-1.11	0.9994989636979149
sim2270	40	0	60	0	8528	9101	5000	5336	1.7056	growth	1.07	1.0003251919808962
sim2271	40	0	30	30	14918	21819	5000	7313	2.9836	growth	1.46	1.0019010783692737
sim2272	0	60	0	40	23901	25224	5000	5277	4.7802	growth	1.06	1.000269599209947
sim2273	15	60	0	25	35890	5980	30008	5000	1.196	decline	-6.0	0.9910398694982726
sim2274	20	10	20	50	8920	6787	6571	5000	1.3574	decline	-1.31	0.9986338594225919
sim2275	50	15	35	0	22575	14530	7768	5000	2.906	decline	-1.55	0.9977971259072254
sim2276	0	25	25	50	44432	44534	5000	5011	8.8864	growth	1.0	1.0000109879177175
sim2277	30	50	5	15	9339	24239	5000	12977	1.8678	growth	2.6	1.004768703236605
sim2278	65	5	20	10	9564	11409	5000	5965	1.9128	growth	1.19	1.0008823557155788
sim2279	5	45	25	25	28014	9769	14338	5000	1.9538	decline	-2.87	0.9947326227850171
sim2280	25	55	20	0	28009	34681	5000	6191	5.6018	growth	1.24	1.001068293560515
sim2281	5	75	20	0	29412	5356	27457	5000	1.0712	decline	-5.49	0.9914840838394019
sim2282	15	20	0	65	17017	6357	13384	5000	1.2714	decline	-2.68	0.9950768897437479
sim2283	45	40	15	0	9736	38881	5000	19968	1.9472	growth	3.99	1.0069234653987646
sim2284	55	5	0	40	42873	18107	11839	5000	3.6214	decline	-2.37	0.995690193730023
sim2285	20	25	55	0	33337	20046	8315	5000	4.0092	decline	-1.66	0.997456883998946
sim2286	40	40	5	15	7041	49155	5000	34906	1.4082	growth	6.98	1.0097161041088427
sim2287	5	30	40	25	5545	18343	5000	16540	1.109	growth	3.31	1.0059817188858071
sim2288	40	15	35	10	40608	25956	7822	5000	5.1912	decline	-1.56	0.9977624881805038
sim2289	10	60	20	10	16830	41888	5000	12444	3.366	growth	2.49	1.0045590033330065
sim2290	60	5	5	30	21101	8522	12380	5000	1.7044	decline	-2.48	0.9954667782258882
sim2291	75	5	10	10	17461	12343	7073	5000	2.4686	decline	-1.41	0.9982657659719012
sim2292	5	10	0	85	11092	12123	5000	5465	2.2184	growth	1.09	1.000444631045972
sim2293	30	35	20	15	11546	38495	5000	16670	2.3092	growth	3.33	1.006020863921643
sim2294	5	10	65	20	10012	29369	5000	14667	2.0024	growth	2.93	1.0053808107991526
sim2295	10	45	20	25	25210	10796	11676	5000	2.1592	decline	-2.34	0.9957595122972112
sim2296	70	5	5	20	24990	34015	5000	6806	4.998	growth	1.36	1.001541833318223
sim2297	0	50	35	15	5087	7730	5000	7598	1.0174	growth	1.52	1.0020922357116566
sim2298	20	5	45	30	10958	18016	5000	8220	2.1916	growth	1.64	1.0024856614831699
sim2299	60	25	15	0	13322	11567	5759	5000	2.3134	decline	-1.15	0.9992933703195478
sim2300	5	35	60	0	10131	5501	9208	5000	1.1002	decline	-1.84	0.9969468262050726
sim2301	10	35	40	15	7325	7517	5000	5131	1.465	growth	1.03	1.0001293132976286
sim2302	10	35	50	5	36210	22355	8099	5000	4.471	decline	-1.62	0.9975884865758362
sim2303	15	15	55	15	33918	7913	21432	5000	1.5826	decline	-4.29	0.9927227639009589
sim2304	15	5	30	50	45238	8054	28084	5000	1.6108	decline	-5.62	0.9913711894663955
sim2305	5	15	15	65	27669	5356	25830	5000	1.0712	decline	-5.17	0.9917895065266318
sim2306	30	25	10	35	24106	6490	18572	5000	1.298	decline	-3.71	0.9934389142113821
sim2307	25	35	30	10	21254	9277	11455	5000	1.8554	decline	-2.29	0.9958550579826432
sim2308	0	55	0	45	40844	5159	39585	5000	1.0318	decline	-7.92	0.9896549382690535
sim2309	80	20	0	0	5083	16527	5000	16257	1.0166	growth	3.25	1.00589542836409
sim2310	5	15	35	45	5655	30193	5000	26696	1.131	growth	5.34	1.008375379145075
sim2311	20	25	15	40	5422	5924	5000	5463	1.0844	growth	1.09	1.0004428008848973
sim2312	40	35	15	10	5053	36754	5000	36368	1.0106	growth	7.27	1.0099212567733804
sim2313	25	35	35	5	13044	9023	7228	5000	1.8046	decline	-1.45	0.9981573776985206
sim2314	40	20	5	35	32379	9025	17939	5000	1.805	decline	-3.59	0.9936123039935857
sim2315	10	10	60	20	7683	21928	5000	14270	1.5366	growth	2.85	1.0052436075952733
sim2316	0	10	75	15	6828	17162	5000	12567	1.3656	growth	2.51	1.0046081820909945
sim2317	30	10	45	15	17914	40807	5000	11390	3.5828	growth	2.28	1.0041164893251249
sim2318	5	10	25	60	13221	6122	10798	5000	1.2244	decline	-2.16	0.9961503849031901
sim2319	10	50	5	35	30138	11830	12738	5000	2.366	decline	-2.55	0.9953242413024246
sim2320	55	20	15	10	5686	9297	5000	8175	1.1372	growth	1.64	1.0024582140217462
sim2321	0	20	10	70	12070	7080	8524	5000	1.416	decline	-1.7	0.9973327609909887
sim2322	20	15	35	30	24807	5979	20745	5000	1.1958	decline	-4.15	0.9928856632932463
sim2323	40	0	55	5	26674	40678	5000	7625	5.3348	growth	1.52	1.0021099720502968
sim2324	60	20	5	15	5841	41075	5000	35161	1.1682	growth	7.03	1.0097524980069457
sim2325	45	0	0	55	16320	30780	5000	9430	3.264	growth	1.89	1.0031722909210563
sim2326	20	20	15	45	5046	29513	5000	29244	1.0092	growth	5.85	1.008831182559985
sim2327	35	0	0	65	13747	5720	12017	5000	1.144	decline	-2.4	0.9956155779925246
sim2328	20	10	5	65	18900	19753	5000	5226	3.78	growth	1.05	1.0002210412733217
sim2329	5	20	50	25	49131	16537	14855	5000	3.3074	decline	-2.97	0.9945555070175977
sim2330	20	5	55	20	18649	37022	5000	9926	3.7298	growth	1.99	1.0034285983236557
sim2331	0	50	0	50	20108	39403	5000	9798	4.0216	growth	1.96	1.0033637018539114
sim2332	30	15	55	0	29096	16272	8941	5000	3.2544	decline	-1.79	0.9970939523634046
sim2333	5	30	20	45	38238	31761	6020	5000	6.3522	decline	-1.2	0.9990717532655669
sim2334	15	10	20	55	11738	31910	5000	13593	2.3476	growth	2.72	1.0050005852095951
sim2335	5	40	35	20	41504	18737	11075	5000	3.7474	decline	-2.21	0.9960237379825145
sim2336	25	0	40	35	8157	44877	5000	27508	1.6314	growth	5.5	1.0085251947951175
sim2337	30	25	0	45	8451	9878	5000	5844	1.6902	growth	1.17	1.0007798879072718
sim2338	45	10	5	40	9133	12685	5000	6945	1.8266	growth	1.39	1.001642920318861
sim2339	55	20	25	0	24231	31340	5000	6467	4.8462	growth	1.29	1.0012863720501517
sim2340	25	15	20	40	28080	5410	25952	5000	1.082	decline	-5.19	0.9917659461725055
sim2341	25	0	15	60	39265	7561	25965	5000	1.5122	decline	-5.19	0.9917634421756891
sim2342	20	50	30	0	15003	16095	5000	5364	3.0006	growth	1.07	1.0003513602649265
sim2343	0	45	45	10	34878	5430	32116	5000	1.086	decline	-6.42	0.9907004178205583
sim2344	35	35	0	30	20174	27935	5000	6924	4.0348	growth	1.38	1.0016277786243992
sim2345	35	60	5	0	49212	24514	10038	5000	4.9028	decline	-2.01	0.9965153001060068
sim2346	45	0	25	30	7749	10157	5000	6554	1.5498	growth	1.31	1.0013531881892126
sim2347	20	5	40	35	7666	17790	5000	11603	1.5332	growth	2.32	1.0042091288646566
sim2348	5	30	10	55	13472	11042	6100	5000	2.2084	decline	-1.22	0.9990057457062742
sim2349	15	10	25	50	34723	31603	5494	5000	6.3206	decline	-1.1	0.9995289066238051
sim2350	85	10	5	0	47981	7076	33904	5000	1.4152	decline	-6.78	0.9904295245545408
sim2351	0	15	25	60	22449	7221	15544	5000	1.4442	decline	-3.11	0.9943288160017948
sim2352	0	65	5	30	12719	31336	5000	12319	2.5438	growth	2.46	1.0045085243677288
sim2353	15	10	55	20	44804	12161	18421	5000	2.4322	decline	-3.68	0.9934797329713201
sim2354	5	40	55	0	7632	37127	5000	24323	1.5264	growth	4.86	1.007909922461597
sim2355	45	10	45	0	21962	30032	5000	6837	4.3924	growth	1.37	1.0015645556324877
sim2356	0	35	45	20	12665	39406	5000	15557	2.533	growth	3.11	1.0056753639283544
sim2357	25	0	20	55	45518	8395	27110	5000	1.679	decline	-5.42	0.9915476762446176
sim2358	0	0	5	95	11350	8430	6732	5000	1.686	decline	-1.35	0.9985128281805277
sim2359	50	0	30	20	9718	5659	8586	5000	1.1318	decline	-1.72	0.9972965247131587
sim2360	0	0	25	75	26022	12262	10611	5000	2.4524	decline	-2.12	0.9962377335677133
sim2361	5	15	70	10	17881	13076	6837	5000	2.6152	decline	-1.37	0.9984354443675122
sim2362	0	40	35	25	20041	28899	5000	7210	4.0082	growth	1.44	1.0018301551943138
sim2363	45	35	15	5	5254	9342	5000	8890	1.0508	growth	1.78	1.0028774456854586
sim2364	25	0	75	0	31366	47972	5000	7647	6.2732	growth	1.53	1.0021243775081399
sim2365	40	25	10	25	47351	21190	11173	5000	4.238	decline	-2.23	0.9959796887943445
sim2366	20	10	10	60	5415	13367	5000	12343	1.083	growth	2.47	1.0045182559416383
sim2367	25	10	20	45	19599	5849	16754	5000	1.1698	decline	-3.35	0.9939540043835124
sim2368	40	15	10	35	43624	22890	9529	5000	4.578	decline	-1.91	0.9967754906603402
sim2369	20	0	55	25	17399	31613	5000	9085	3.4798	growth	1.82	1.0029859339470701
sim2370	0	10	55	35	10979	13258	5000	6038	2.1958	growth	1.21	1.0009431745942527
sim2371	10	15	60	15	7574	31865	5000	21036	1.5148	growth	4.21	1.007183986716465
sim2372	30	5	40	25	35063	43251	5000	6168	7.0126	growth	1.23	1.0010496836191347
sim2373	45	35	0	20	33454	5539	30199	5000	1.1078	decline	-6.04	0.9910081455059214
sim2374	15	10	40	35	9307	40378	5000	21692	1.8614	growth	4.34	1.0073375280827235
sim2375	35	55	10	0	12521	14059	5000	5614	2.5042	growth	1.12	1.000579127827528
sim2376	20	45	15	20	6445	5215	6179	5000	1.043	decline	-1.24	0.9989414073317763
sim2377	65	25	10	0	27777	13113	10591	5000	2.6226	decline	-2.12	0.9962471666428628
sim2378	15	20	40	25	38509	5916	32546	5000	1.1832	decline	-6.51	0.9906339171959784
sim2379	60	0	10	30	26201	27497	5000	5247	5.2402	growth	1.05	1.0002410928613523
sim2380	20	50	20	10	12259	8710	7037	5000	1.742	decline	-1.41	0.9982912798472484
sim2381	15	70	15	0	21360	49012	5000	11473	4.272	growth	2.29	1.0041527926819145
sim2382	10	85	5	0	43982	11807	18625	5000	2.3614	decline	-3.73	0.9934246657408424
sim2383	35	10	50	5	14984	26374	5000	8801	2.9968	growth	1.76	1.0028271371947879
sim2384	45	25	30	0	32224	38360	5000	5952	6.4448	growth	1.19	1.0008714469254834
sim2385	20	60	10	10	20688	6499	15916	5000	1.2998	decline	-3.18	0.9942105650993471
sim2386	15	5	5	75	26051	36647	5000	7034	5.2102	growth	1.41	1.0017065881080884
sim2387	20	25	0	55	18041	11008	8194	5000	2.2016	decline	-1.64	0.9975301786665471
sim2388	5	40	5	50	12021	26913	5000	11194	2.4042	growth	2.24	1.0040297000401754
sim2389	5	10	15	70	38597	19890	9703	5000	3.978	decline	-1.94	0.9966850139819546
sim2390	45	5	20	30	35090	28642	6126	5000	5.7284	decline	-1.23	0.9989844795201176
sim2391	10	25	40	25	26426	10685	12366	5000	2.137	decline	-2.47	0.9954724357064886
sim2392	30	5	5	60	6579	5142	6397	5000	1.0284	decline	-1.28	0.9987680439098305
sim2393	65	30	0	5	5755	7674	5000	6667	1.151	growth	1.33	1.001438660356009
sim2394	70	20	10	0	5920	12880	5000	10878	1.184	growth	2.18	1.0038865224428333
sim2395	5	30	55	10	7944	6613	6006	5000	1.3226	decline	-1.2	0.9990833947143648
sim2396	5	0	90	5	18699	19476	5000	5208	3.7398	growth	1.04	1.0002037899623608
sim2397	60	10	10	20	17611	32159	5000	9130	3.5222	growth	1.83	1.003010638910864
sim2398	60	15	20	5	6480	10134	5000	7819	1.296	growth	1.56	1.0022355937835414
sim2399	10	5	50	35	17577	40295	5000	11462	3.5154	growth	2.29	1.0041479965184772
sim2400	15	60	20	5	10171	14530	5000	7143	2.0342	growth	1.43	1.0017834747186938
sim2401	60	15	5	20	38805	6761	28698	5000	1.3522	decline	-5.74	0.9912630523925394
sim2402	15	15	40	30	14334	26861	5000	9370	2.8668	growth	1.87	1.0031403759190811
sim2403	5	5	35	55	24371	17221	7076	5000	3.4442	decline	-1.42	0.9982636456806828
sim2404	5	25	50	20	49035	21123	11607	5000	4.2246	decline	-2.32	0.9957891477402381
sim2405	40	0	20	40	11211	19595	5000	8739	2.2422	growth	1.75	1.0027917892710565
sim2406	15	80	5	0	45608	6233	36586	5000	1.2466	decline	-7.32	0.990048861294325
sim2407	50	5	25	20	25661	47823	5000	9318	5.1322	growth	1.86	1.0031125505048024
sim2408	10	35	45	10	6486	15244	5000	11751	1.2972	growth	2.35	1.0042725021545884
sim2409	20	30	25	25	24575	8379	14665	5000	1.6758	decline	-2.93	0.9946198710500235
sim2410	10	25	55	10	9170	29909	5000	16308	1.834	growth	3.26	1.0059110893626146
sim2411	0	0	80	20	11126	48599	5000	21840	2.2252	growth	4.37	1.007371526192213
sim2412	10	20	65	5	5024	31958	5000	31805	1.0048	growth	6.36	1.0092509279884834
sim2413	0	40	0	60	29083	21619	6726	5000	4.3238	decline	-1.35	0.9985172864955801
sim2414	80	5	5	10	43822	19440	11271	5000	3.888	decline	-2.25	0.9959360242858708
sim2415	40	15	20	25	6433	10688	5000	8307	1.2866	growth	1.66	1.0025383031021142
sim2416	30	0	60	10	19416	9466	10256	5000	1.8932	decline	-2.05	0.9964078750612789
sim2417	10	85	0	5	47793	44471	5374	5000	8.8942	decline	-1.07	0.9996393270112041
sim2418	65	0	35	0	19317	6542	14764	5000	1.3084	decline	-2.95	0.9945862306363318
sim2419	10	0	10	80	15409	19328	5000	6272	3.0818	growth	1.25	1.00113328685307
sim2420	65	5	25	5	16323	11921	6846	5000	2.3842	decline	-1.37	0.9984288668616306
sim2421	20	10	70	0	7633	9236	5000	6050	1.5266	growth	1.21	1.0009531017980433
sim2422	20	75	5	0	18567	12270	7566	5000	2.454	decline	-1.51	0.9979288669311163
sim2423	80	10	0	10	31116	23554	6605	5000	4.7108	decline	-1.32	0.9986080548722991
sim2424	15	10	35	40	5284	41295	5000	39076	1.0568	growth	7.82	1.010280352776783
sim2425	0	25	65	10	29212	28301	5161	5000	5.6602	decline	-1.03	0.9998415377663376
sim2426	15	30	25	30	21520	23524	5000	5466	4.304	growth	1.09	1.000445545875359
sim2427	45	15	30	10	7527	9875	5000	6560	1.5054	growth	1.31	1.0013577634526094
sim2428	35	25	5	35	6113	38759	5000	31702	1.2226	growth	6.34	1.009234709289708
sim2429	25	30	0	45	13288	7065	9404	5000	1.413	decline	-1.88	0.9968415139087814
sim2430	0	25	15	60	48447	7375	32845	5000	1.475	decline	-6.57	0.9905881919304483
sim2431	15	20	65	0	15532	25732	5000	8284	3.1064	growth	1.66	1.0025244401554962
sim2432	0	60	5	35	30977	21565	7182	5000	4.313	decline	-1.44	0.9981893000831511
sim2433	5	80	15	0	27842	36171	5000	6496	5.5684	growth	1.3	1.0013087434521264
sim2434	65	0	10	25	30575	9918	15414	5000	1.9836	decline	-3.08	0.9943708086253915
sim2435	45	15	5	35	6533	5913	5524	5000	1.1826	decline	-1.1	0.9995016783844353
sim2436	60	0	40	0	23610	23320	5062	5000	4.664	decline	-1.01	0.9999383812515559
sim2437	30	35	10	25	10709	6461	8287	5000	1.2922	decline	-1.66	0.997473749452836
sim2438	10	30	25	35	20340	26590	5000	6536	4.068	growth	1.31	1.001339437225618
sim2439	40	10	45	5	9178	24960	5000	13598	1.8356	growth	2.72	1.0050024240533508
sim2440	25	5	60	10	41873	13279	15767	5000	2.6558	decline	-3.15	0.9942575938208937
sim2441	15	5	55	25	9105	7143	6373	5000	1.4286	decline	-1.27	0.9987868379805097
sim2442	15	35	0	50	5594	15622	5000	13963	1.1188	growth	2.79	1.0051348653076297
sim2443	0	10	15	75	10543	12036	5000	5708	2.1086	growth	1.14	1.0006621539359024
sim2444	75	20	0	5	34028	13194	12895	5000	2.6388	decline	-2.58	0.995262991365504
sim2445	30	25	35	10	5658	16580	5000	14652	1.1316	growth	2.93	1.0053756946624124
sim2446	40	20	0	40	28435	46890	5000	8245	5.687	growth	1.65	1.0025008452178874
sim2447	75	10	5	10	45295	6512	34778	5000	1.3024	decline	-6.96	0.9903022645473711
sim2448	20	40	20	20	49806	20140	12365	5000	4.028	decline	-2.47	0.9954728400573036
sim2449	0	60	15	25	17622	12963	6797	5000	2.5926	decline	-1.36	0.998464782870348
sim2450	35	25	25	15	7624	30099	5000	19740	1.5248	growth	3.95	1.0068660456078562
sim2451	25	70	5	0	13860	20291	5000	7320	2.772	growth	1.46	1.0019058620776955
sim2452	65	0	20	15	17157	6098	14068	5000	1.2196	decline	-2.81	0.9948276759891118
sim2453	35	45	0	20	9665	10565	5000	5466	1.933	growth	1.09	1.000445545875359
sim2454	55	20	20	5	12073	49718	5000	20591	2.4146	growth	4.12	1.0070770808734595
sim2455	10	10	35	45	13977	22780	5000	8149	2.7954	growth	1.63	1.00244228653952
sim2456	0	40	10	50	11777	18531	5000	7867	2.3554	growth	1.57	1.002266194414565
sim2457	10	75	0	15	8902	15885	5000	8922	1.7804	growth	1.78	1.00289541112136
sim2458	0	75	10	15	12501	17726	5000	7090	2.5002	growth	1.42	1.0017462371405497
sim2459	0	50	25	25	29608	5992	24706	5000	1.1984	decline	-4.94	0.9920119589165974
sim2460	10	35	0	55	21470	16955	6331	5000	3.391	decline	-1.27	0.9988198985543606
sim2461	10	40	5	45	6199	26237	5000	21162	1.2398	growth	4.23	1.0072138460402393
sim2462	5	35	35	25	7298	24815	5000	17001	1.4596	growth	3.4	1.0061191712671074
sim2463	10	55	35	0	13242	5423	12209	5000	1.0846	decline	-2.44	0.9955363226387369
sim2464	5	50	0	45	28705	33579	5000	5849	5.741	growth	1.17	1.000784163970134
sim2465	5	5	80	10	22473	26798	5000	5962	4.4946	growth	1.19	1.0008798404141088
